instance_id,repo,pr_number,pr_url,source,author_type,agent_name,agent_tool,task_type,language,outcome,sample_split,created_at,changed_file_count,commit_count,comment_count,review_count,artifact_completeness,eligibility,eligibility_reason,size_tercile,sampling_weight
pop_OpenAgentsInc_openagents_1017,OpenAgentsInc/openagents,1017,https://github.com/OpenAgentsInc/openagents/pull/1017,aidev_curated_export,ai_authored,claude_code,Claude_Code,unknown,TypeScript,merged,test,2025-06-21T04:11:13Z,3,2,0,0,metadata_text_counts,eligible,eligible,medium,9.537037
pop_OpenAgentsInc_openagents_911,OpenAgentsInc/openagents,911,https://github.com/OpenAgentsInc/openagents/pull/911,aidev_curated_export,ai_authored,claude_code,Claude_Code,unknown,TypeScript,merged,test,2025-06-05T03:53:26Z,17,5,0,0,metadata_text_counts,eligible,eligible,large,9.537037
pop_OpenHFT_Chronicle-Core_718,OpenHFT/Chronicle-Core,718,https://github.com/OpenHFT/Chronicle-Core/pull/718,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Java,closed_unmerged,test,2025-05-17T18:55:57Z,2,1,1,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_OpenHFT_Chronicle-Core_739,OpenHFT/Chronicle-Core,739,https://github.com/OpenHFT/Chronicle-Core/pull/739,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Java,merged,test,2025-05-27T07:56:20Z,17,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_OpenHFT_Chronicle-Core_777,OpenHFT/Chronicle-Core,777,https://github.com/OpenHFT/Chronicle-Core/pull/777,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Java,merged,test,2025-05-27T15:54:30Z,2,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_OpenHFT_Chronicle-Core_778,OpenHFT/Chronicle-Core,778,https://github.com/OpenHFT/Chronicle-Core/pull/778,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Java,merged,test,2025-05-27T15:54:41Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_OpenHFT_Chronicle-Core_787,OpenHFT/Chronicle-Core,787,https://github.com/OpenHFT/Chronicle-Core/pull/787,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Java,merged,test,2025-05-27T17:26:48Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_OpenHFT_Chronicle-Core_813,OpenHFT/Chronicle-Core,813,https://github.com/OpenHFT/Chronicle-Core/pull/813,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Java,merged,test,2025-06-01T07:25:10Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_OpenHFT_Chronicle-Wire_1111,OpenHFT/Chronicle-Wire,1111,https://github.com/OpenHFT/Chronicle-Wire/pull/1111,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Java,merged,test,2025-06-01T20:45:24Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_OpenPipe_ART_162,OpenPipe/ART,162,https://github.com/OpenPipe/ART/pull/162,aidev_curated_export,ai_authored,cursor,Cursor,unknown,Python,merged,test,2025-06-25T07:31:12Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,24.934426
pop_OpenRouterTeam_ai-sdk-provider_49,OpenRouterTeam/ai-sdk-provider,49,https://github.com/OpenRouterTeam/ai-sdk-provider/pull/49,aidev_curated_export,ai_authored,claude_code,Devin,unknown,TypeScript,closed_unmerged,test,2025-03-30T05:24:58Z,2,4,2,0,metadata_text_counts,eligible,eligible,small,9.537037
pop_OrchardCMS_OrchardCore_18184,OrchardCMS/OrchardCore,18184,https://github.com/OrchardCMS/OrchardCore/pull/18184,aidev_curated_export,ai_authored,copilot,Copilot,unknown,C#,open,test,2025-07-20T04:42:55Z,36,17,9,22,metadata_text_counts,eligible,eligible,large,56.697674
pop_Osly-AI_PocketManus_3,Osly-AI/PocketManus,3,https://github.com/Osly-AI/PocketManus/pull/3,aidev_curated_export,ai_authored,devin,Devin,unknown,Python,closed_unmerged,test,2025-03-09T17:18:38Z,300,1,2,0,metadata_text_counts,eligible,eligible,large,54.440476
pop_PolicyEngine_policyengine-us_6061,PolicyEngine/policyengine-us,6061,https://github.com/PolicyEngine/policyengine-us/pull/6061,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Python,merged,test,2025-05-27T23:24:27Z,3,1,0,1,metadata_text_counts,eligible,eligible,medium,102.841860
pop_PyLabRobot_pylabrobot_541,PyLabRobot/pylabrobot,541,https://github.com/PyLabRobot/pylabrobot/pull/541,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Python,merged,test,2025-05-30T02:55:07Z,5,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_QL-Win_QuickLook_1712,QL-Win/QuickLook,1712,https://github.com/QL-Win/QuickLook/pull/1712,aidev_curated_export,ai_authored,copilot,Copilot,unknown,C#,closed_unmerged,test,2025-07-23T13:40:25Z,1,2,2,0,metadata_text_counts,eligible,eligible,small,56.697674
pop_RSamaium_CanvasEngine_48,RSamaium/CanvasEngine,48,https://github.com/RSamaium/CanvasEngine/pull/48,aidev_curated_export,ai_authored,cursor,Cursor,unknown,TypeScript,open,test,2025-07-03T08:19:54Z,11,3,0,0,metadata_text_counts,eligible,eligible,large,24.934426
pop_ReactiveCircus_android-emulator-runner_437,ReactiveCircus/android-emulator-runner,437,https://github.com/ReactiveCircus/android-emulator-runner/pull/437,aidev_curated_export,ai_authored,devin,Devin,unknown,JavaScript,merged,test,2025-06-14T16:56:57Z,1,1,1,0,metadata_text_counts,eligible,eligible,small,54.440476
pop_StockSharp_StockSharp_463,StockSharp/StockSharp,463,https://github.com/StockSharp/StockSharp/pull/463,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,C#,merged,test,2025-07-14T18:05:19Z,37,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_VerisimilitudeX_DNAnalyzer_528,VerisimilitudeX/DNAnalyzer,528,https://github.com/VerisimilitudeX/DNAnalyzer/pull/528,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Java,merged,test,2025-05-17T21:44:14Z,4,2,1,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_Voxelum_x-minecraft-launcher_1025,Voxelum/x-minecraft-launcher,1025,https://github.com/Voxelum/x-minecraft-launcher/pull/1025,aidev_curated_export,ai_authored,copilot,Copilot,unknown,TypeScript,merged,test,2025-07-21T05:29:28Z,1,3,0,4,metadata_text_counts,eligible,eligible,small,56.697674
pop_WorkflowAI_WorkflowAI_466,WorkflowAI/WorkflowAI,466,https://github.com/WorkflowAI/WorkflowAI/pull/466,aidev_curated_export,ai_authored,claude_code,Cursor,unknown,Python,closed_unmerged,test,2025-06-16T18:23:33Z,1,1,3,1,metadata_text_counts,eligible,eligible,small,9.537037
pop_Z3Prover_z3_7701,Z3Prover/z3,7701,https://github.com/Z3Prover/z3/pull/7701,aidev_curated_export,ai_authored,copilot,Copilot,unknown,C++,merged,test,2025-06-27T16:58:46Z,1,2,0,1,metadata_text_counts,eligible,eligible,small,56.697674
pop_acoyfellow_UserDO_14,acoyfellow/UserDO,14,https://github.com/acoyfellow/UserDO/pull/14,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,TypeScript,merged,test,2025-06-17T23:43:15Z,3,1,1,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_acoyfellow_UserDO_26,acoyfellow/UserDO,26,https://github.com/acoyfellow/UserDO/pull/26,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,TypeScript,merged,test,2025-07-08T16:36:16Z,12,2,1,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_agentmark-ai_agentmark_252,agentmark-ai/agentmark,252,https://github.com/agentmark-ai/agentmark/pull/252,aidev_curated_export,ai_authored,cursor,Cursor,unknown,TypeScript,closed_unmerged,test,2025-06-20T02:37:37Z,13,2,0,0,metadata_text_counts,eligible,eligible,large,24.934426
pop_agentmark-ai_agentmark_308,agentmark-ai/agentmark,308,https://github.com/agentmark-ai/agentmark/pull/308,aidev_curated_export,ai_authored,cursor,Cursor,unknown,TypeScript,closed_unmerged,test,2025-07-11T02:33:03Z,11,8,0,1,metadata_text_counts,eligible,eligible,large,24.934426
pop_airbytehq_PyAirbyte_633,airbytehq/PyAirbyte,633,https://github.com/airbytehq/PyAirbyte/pull/633,aidev_curated_export,ai_authored,devin,Devin,unknown,Python,merged,test,2025-03-21T23:29:36Z,4,3,1,0,metadata_text_counts,eligible,eligible,medium,54.440476
pop_airbytehq_PyAirbyte_697,airbytehq/PyAirbyte,697,https://github.com/airbytehq/PyAirbyte/pull/697,aidev_curated_export,ai_authored,devin,Devin,unknown,Python,merged,test,2025-06-21T16:17:27Z,6,11,5,2,metadata_text_counts,eligible,eligible,medium,54.440476
pop_airbytehq_PyAirbyte_719,airbytehq/PyAirbyte,719,https://github.com/airbytehq/PyAirbyte/pull/719,aidev_curated_export,ai_authored,devin,Devin,unknown,Python,closed_unmerged,test,2025-07-18T00:24:42Z,5,9,5,4,metadata_text_counts,eligible,eligible,medium,54.440476
pop_airbytehq_airbyte_52602,airbytehq/airbyte,52602,https://github.com/airbytehq/airbyte/pull/52602,aidev_curated_export,ai_authored,devin,Devin,unknown,Python,closed_unmerged,test,2025-01-28T17:24:45Z,10,4,3,0,metadata_text_counts,eligible,eligible,large,54.440476
pop_airbytehq_airbyte_61431,airbytehq/airbyte,61431,https://github.com/airbytehq/airbyte/pull/61431,aidev_curated_export,ai_authored,devin,Devin,unknown,Python,closed_unmerged,test,2025-06-06T21:16:44Z,1,1,4,0,metadata_text_counts,eligible,eligible,small,54.440476
pop_airbytehq_airbyte_62108,airbytehq/airbyte,62108,https://github.com/airbytehq/airbyte/pull/62108,aidev_curated_export,ai_authored,devin,Devin,unknown,Python,closed_unmerged,test,2025-06-26T23:52:53Z,1,6,9,5,metadata_text_counts,eligible,eligible,small,54.440476
pop_airbytehq_airbyte_62471,airbytehq/airbyte,62471,https://github.com/airbytehq/airbyte/pull/62471,aidev_curated_export,ai_authored,cursor,Devin,unknown,Python,closed_unmerged,test,2025-07-01T17:58:23Z,1,1,4,0,metadata_text_counts,eligible,eligible,small,24.934426
pop_airbytehq_airbyte_62914,airbytehq/airbyte,62914,https://github.com/airbytehq/airbyte/pull/62914,aidev_curated_export,ai_authored,devin,Devin,unknown,Python,merged,test,2025-07-10T22:09:49Z,10,7,5,8,metadata_text_counts,eligible,eligible,large,54.440476
pop_alfg_opendrinks_1449,alfg/opendrinks,1449,https://github.com/alfg/opendrinks/pull/1449,aidev_curated_export,ai_authored,copilot,Copilot,unknown,JavaScript,merged,test,2025-07-07T12:05:27Z,2,5,3,7,metadata_text_counts,eligible,eligible,small,56.697674
pop_amantus-ai_vibetunnel_134,amantus-ai/vibetunnel,134,https://github.com/amantus-ai/vibetunnel/pull/134,aidev_curated_export,ai_authored,claude_code,Claude_Code,unknown,TypeScript,closed_unmerged,test,2025-06-29T17:12:18Z,13,13,12,0,metadata_text_counts,eligible,eligible,large,9.537037
pop_amantus-ai_vibetunnel_336,amantus-ai/vibetunnel,336,https://github.com/amantus-ai/vibetunnel/pull/336,aidev_curated_export,ai_authored,claude_code,Claude_Code,unknown,TypeScript,merged,test,2025-07-12T20:01:16Z,8,18,7,4,metadata_text_counts,eligible,eligible,large,9.537037
pop_amantus-ai_vibetunnel_40,amantus-ai/vibetunnel,40,https://github.com/amantus-ai/vibetunnel/pull/40,aidev_curated_export,ai_authored,claude_code,Claude_Code,unknown,TypeScript,closed_unmerged,test,2025-06-20T22:47:18Z,12,2,5,2,metadata_text_counts,eligible,eligible,large,9.537037
pop_analogdotnow_Analog_102,analogdotnow/Analog,102,https://github.com/analogdotnow/Analog/pull/102,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,TypeScript,merged,test,2025-06-05T00:09:21Z,1,1,2,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_angular-eslint_angular-eslint_2461,angular-eslint/angular-eslint,2461,https://github.com/angular-eslint/angular-eslint/pull/2461,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,TypeScript,merged,test,2025-05-26T10:08:59Z,10,3,2,2,metadata_text_counts,eligible,eligible,large,102.841860
pop_antiwork_flexile_130,antiwork/flexile,130,https://github.com/antiwork/flexile/pull/130,aidev_curated_export,ai_authored,devin,Devin,unknown,Ruby,closed_unmerged,test,2025-04-14T20:10:21Z,229,30,7,2,metadata_text_counts,eligible,eligible,large,54.440476
pop_antiwork_flexile_186,antiwork/flexile,186,https://github.com/antiwork/flexile/pull/186,aidev_curated_export,ai_authored,devin,Devin,unknown,Ruby,closed_unmerged,test,2025-04-25T12:54:06Z,1,6,3,0,metadata_text_counts,eligible,eligible,small,54.440476
pop_antiwork_flexile_227,antiwork/flexile,227,https://github.com/antiwork/flexile/pull/227,aidev_curated_export,ai_authored,devin,Devin,unknown,Ruby,merged,test,2025-04-28T16:01:18Z,190,20,5,5,metadata_text_counts,eligible,eligible,large,54.440476
pop_antiwork_flexile_356,antiwork/flexile,356,https://github.com/antiwork/flexile/pull/356,aidev_curated_export,ai_authored,devin,Devin,unknown,Ruby,merged,test,2025-06-05T16:05:34Z,15,5,3,4,metadata_text_counts,eligible,eligible,large,54.440476
pop_antiwork_flexile_387,antiwork/flexile,387,https://github.com/antiwork/flexile/pull/387,aidev_curated_export,ai_authored,devin,Devin,unknown,Ruby,merged,test,2025-06-20T04:21:02Z,1,1,2,0,metadata_text_counts,eligible,eligible,small,54.440476
pop_antiwork_flexile_633,antiwork/flexile,633,https://github.com/antiwork/flexile/pull/633,aidev_curated_export,ai_authored,devin,Devin,unknown,Ruby,merged,test,2025-07-25T19:14:22Z,3,1,3,0,metadata_text_counts,eligible,eligible,medium,54.440476
pop_antiwork_gumroad_541,antiwork/gumroad,541,https://github.com/antiwork/gumroad/pull/541,aidev_curated_export,ai_authored,devin,Devin,unknown,Ruby,merged,test,2025-07-02T17:28:59Z,2,1,3,0,metadata_text_counts,eligible,eligible,small,54.440476
pop_antiwork_gumroad_637,antiwork/gumroad,637,https://github.com/antiwork/gumroad/pull/637,aidev_curated_export,ai_authored,devin,Devin,unknown,Ruby,merged,test,2025-07-15T14:13:34Z,1,1,4,0,metadata_text_counts,eligible,eligible,small,54.440476
pop_antiwork_helper_132,antiwork/helper,132,https://github.com/antiwork/helper/pull/132,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,closed_unmerged,test,2025-03-27T17:12:32Z,4,5,2,0,metadata_text_counts,eligible,eligible,medium,54.440476
pop_antiwork_helper_444,antiwork/helper,444,https://github.com/antiwork/helper/pull/444,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,merged,test,2025-05-21T16:10:15Z,1,2,4,0,metadata_text_counts,eligible,eligible,small,54.440476
pop_antiwork_helper_466,antiwork/helper,466,https://github.com/antiwork/helper/pull/466,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,merged,test,2025-05-30T16:33:27Z,1,1,5,1,metadata_text_counts,eligible,eligible,small,54.440476
pop_antiwork_helper_59,antiwork/helper,59,https://github.com/antiwork/helper/pull/59,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,merged,test,2025-03-12T20:23:10Z,4,6,2,1,metadata_text_counts,eligible,eligible,medium,54.440476
pop_antiwork_helper_799,antiwork/helper,799,https://github.com/antiwork/helper/pull/799,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,closed_unmerged,test,2025-07-22T00:53:52Z,15,10,7,8,metadata_text_counts,eligible,eligible,large,54.440476
pop_antiwork_iffy_40,antiwork/iffy,40,https://github.com/antiwork/iffy/pull/40,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,closed_unmerged,test,2025-02-19T17:50:24Z,1,1,1,0,metadata_text_counts,eligible,eligible,small,54.440476
pop_appsmithorg_appsmith_38759,appsmithorg/appsmith,38759,https://github.com/appsmithorg/appsmith/pull/38759,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,closed_unmerged,test,2025-01-20T06:24:20Z,8,12,12,0,metadata_text_counts,eligible,eligible,large,54.440476
pop_arakoodev_EdgeChains_425,arakoodev/EdgeChains,425,https://github.com/arakoodev/EdgeChains/pull/425,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,JavaScript,merged,test,2025-07-27T19:12:40Z,4,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_artsy_force_15294,artsy/force,15294,https://github.com/artsy/force/pull/15294,aidev_curated_export,ai_authored,claude_code,Claude_Code,unknown,TypeScript,merged,test,2025-03-13T04:07:28Z,2,3,3,3,metadata_text_counts,eligible,eligible,small,9.537037
pop_ateliee_jquery.schedule_58,ateliee/jquery.schedule,58,https://github.com/ateliee/jquery.schedule/pull/58,aidev_curated_export,ai_authored,devin,Devin,unknown,JavaScript,closed_unmerged,test,2025-06-20T04:47:33Z,5,1,2,0,metadata_text_counts,eligible,eligible,medium,54.440476
pop_backstage_backstage_30572,backstage/backstage,30572,https://github.com/backstage/backstage/pull/30572,aidev_curated_export,ai_authored,copilot,Copilot,unknown,TypeScript,closed_unmerged,test,2025-07-17T08:39:13Z,4,3,1,2,metadata_text_counts,eligible,eligible,medium,56.697674
pop_bbc_simorgh_12976,bbc/simorgh,12976,https://github.com/bbc/simorgh/pull/12976,aidev_curated_export,ai_authored,copilot,Copilot,unknown,TypeScript,closed_unmerged,test,2025-07-11T09:20:48Z,223,15,18,0,metadata_text_counts,eligible,eligible,large,56.697674
pop_better-auth_better-auth_3109,better-auth/better-auth,3109,https://github.com/better-auth/better-auth/pull/3109,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,TypeScript,closed_unmerged,test,2025-06-20T19:31:05Z,1,2,2,1,metadata_text_counts,eligible,eligible,small,102.841860
pop_bifrost-io_bifrost_1613,bifrost-io/bifrost,1613,https://github.com/bifrost-io/bifrost/pull/1613,aidev_curated_export,ai_authored,devin,Devin,unknown,Rust,merged,test,2025-01-20T14:11:06Z,1,8,1,0,metadata_text_counts,eligible,eligible,small,54.440476
pop_bionic-gpt_bionic-gpt_858,bionic-gpt/bionic-gpt,858,https://github.com/bionic-gpt/bionic-gpt/pull/858,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Rust,merged,test,2025-06-20T04:16:54Z,28,2,1,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_block_goose_2617,block/goose,2617,https://github.com/block/goose/pull/2617,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Rust,closed_unmerged,test,2025-05-21T16:42:36Z,1,1,2,1,metadata_text_counts,eligible,eligible,small,102.841860
pop_blokadaorg_blokada_992,blokadaorg/blokada,992,https://github.com/blokadaorg/blokada/pull/992,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Dart,merged,test,2025-05-23T14:26:20Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_bmander_graphserver_40,bmander/graphserver,40,https://github.com/bmander/graphserver/pull/40,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Python,merged,test,2025-07-13T22:21:45Z,21,12,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_box_boxcli_566,box/boxcli,566,https://github.com/box/boxcli/pull/566,aidev_curated_export,ai_authored,devin,Devin,unknown,JavaScript,closed_unmerged,test,2025-02-08T11:02:03Z,8,24,3,0,metadata_text_counts,eligible,eligible,large,54.440476
pop_browser-use_browser-use_2535,browser-use/browser-use,2535,https://github.com/browser-use/browser-use/pull/2535,aidev_curated_export,ai_authored,cursor,Cursor,unknown,Python,merged,test,2025-07-24T15:44:30Z,5,2,2,1,metadata_text_counts,eligible,eligible,medium,24.934426
pop_bruin-data_ingestr_247,bruin-data/ingestr,247,https://github.com/bruin-data/ingestr/pull/247,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Python,closed_unmerged,test,2025-06-13T08:27:26Z,6,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_bugsink_bugsink_172,bugsink/bugsink,172,https://github.com/bugsink/bugsink/pull/172,aidev_curated_export,ai_authored,copilot,Copilot,unknown,Python,open,test,2025-07-29T12:07:47Z,2,2,1,0,metadata_text_counts,eligible,eligible,small,56.697674
pop_busser_tfautomv_108,busser/tfautomv,108,https://github.com/busser/tfautomv/pull/108,aidev_curated_export,ai_authored,claude_code,Claude_Code,unknown,Go,merged,test,2025-06-06T10:33:20Z,4,5,0,0,metadata_text_counts,eligible,eligible,medium,9.537037
pop_buster-so_buster_456,buster-so/buster,456,https://github.com/buster-so/buster/pull/456,aidev_curated_export,ai_authored,cursor,Cursor,unknown,TypeScript,merged,test,2025-07-09T18:44:21Z,3,3,1,1,metadata_text_counts,eligible,eligible,medium,24.934426
pop_calcom_cal.com_20736,calcom/cal.com,20736,https://github.com/calcom/cal.com/pull/20736,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,closed_unmerged,test,2025-04-16T20:43:36Z,120,4,4,0,metadata_text_counts,eligible,eligible,large,54.440476
pop_calcom_cal.com_20830,calcom/cal.com,20830,https://github.com/calcom/cal.com/pull/20830,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,closed_unmerged,test,2025-04-22T19:45:14Z,1,4,3,2,metadata_text_counts,eligible,eligible,small,54.440476
pop_calcom_cal.com_21194,calcom/cal.com,21194,https://github.com/calcom/cal.com/pull/21194,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,closed_unmerged,test,2025-05-08T15:22:11Z,9,1,2,0,metadata_text_counts,eligible,eligible,large,54.440476
pop_calcom_cal.com_21370,calcom/cal.com,21370,https://github.com/calcom/cal.com/pull/21370,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,merged,test,2025-05-17T01:31:05Z,5,5,4,1,metadata_text_counts,eligible,eligible,medium,54.440476
pop_calcom_cal.com_22029,calcom/cal.com,22029,https://github.com/calcom/cal.com/pull/22029,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,closed_unmerged,test,2025-06-25T09:51:13Z,3,1,4,0,metadata_text_counts,eligible,eligible,medium,54.440476
pop_calcom_cal.com_22673,calcom/cal.com,22673,https://github.com/calcom/cal.com/pull/22673,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,closed_unmerged,test,2025-07-22T09:30:42Z,4,2,7,5,metadata_text_counts,eligible,eligible,medium,54.440476
pop_callstackincubator_flows-ai_25,callstackincubator/flows-ai,25,https://github.com/callstackincubator/flows-ai/pull/25,aidev_curated_export,ai_authored,cursor,Cursor,unknown,TypeScript,merged,test,2025-07-05T20:53:50Z,9,1,1,1,metadata_text_counts,eligible,eligible,large,24.934426
pop_callstackincubator_react-native-bottom-tabs_389,callstackincubator/react-native-bottom-tabs,389,https://github.com/callstackincubator/react-native-bottom-tabs/pull/389,aidev_curated_export,ai_authored,cursor,Cursor,unknown,TypeScript,merged,test,2025-07-18T08:37:02Z,36,7,1,0,metadata_text_counts,eligible,eligible,large,24.934426
pop_camunda_camunda_34576,camunda/camunda,34576,https://github.com/camunda/camunda/pull/34576,aidev_curated_export,ai_authored,copilot,Copilot,unknown,Java,merged,test,2025-06-30T15:42:28Z,10,12,5,3,metadata_text_counts,eligible,eligible,large,56.697674
pop_cedar-policy_cedar-go_92,cedar-policy/cedar-go,92,https://github.com/cedar-policy/cedar-go/pull/92,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-16T16:06:35Z,3,6,0,1,metadata_text_counts,eligible,eligible,medium,102.841860
pop_celestiaorg_celestia-core_2063,celestiaorg/celestia-core,2063,https://github.com/celestiaorg/celestia-core/pull/2063,aidev_curated_export,ai_authored,copilot,Copilot,unknown,Go,merged,test,2025-06-24T15:21:36Z,29,3,0,4,metadata_text_counts,eligible,eligible,large,56.697674
pop_christianhelle_apiclientcodegen_1202,christianhelle/apiclientcodegen,1202,https://github.com/christianhelle/apiclientcodegen/pull/1202,aidev_curated_export,ai_authored,copilot,Copilot,unknown,C#,open,test,2025-06-07T08:54:24Z,39,4,1,0,metadata_text_counts,eligible,eligible,large,56.697674
pop_cloudflare_next-on-pages_975,cloudflare/next-on-pages,975,https://github.com/cloudflare/next-on-pages/pull/975,aidev_curated_export,ai_authored,claude_code,Claude_Code,unknown,TypeScript,open,test,2025-07-24T11:39:52Z,8,2,1,0,metadata_text_counts,eligible,eligible,large,9.537037
pop_crewAIInc_crewAI-tools_289,crewAIInc/crewAI-tools,289,https://github.com/crewAIInc/crewAI-tools/pull/289,aidev_curated_export,ai_authored,devin,Devin,unknown,Python,closed_unmerged,test,2025-04-25T22:24:37Z,2,1,2,0,metadata_text_counts,eligible,eligible,small,54.440476
pop_crewAIInc_crewAI_1811,crewAIInc/crewAI,1811,https://github.com/crewAIInc/crewAI/pull/1811,aidev_curated_export,ai_authored,devin,Devin,unknown,Python,merged,test,2024-12-28T04:44:40Z,1,1,2,1,metadata_text_counts,eligible,eligible,small,54.440476
pop_crewAIInc_crewAI_1835,crewAIInc/crewAI,1835,https://github.com/crewAIInc/crewAI/pull/1835,aidev_curated_export,ai_authored,devin,Devin,unknown,Python,closed_unmerged,test,2024-12-31T20:46:02Z,28,12,2,1,metadata_text_counts,eligible,eligible,large,54.440476
pop_crewAIInc_crewAI_2243,crewAIInc/crewAI,2243,https://github.com/crewAIInc/crewAI/pull/2243,aidev_curated_export,ai_authored,devin,Devin,unknown,Python,closed_unmerged,test,2025-02-27T13:48:12Z,4,2,3,2,metadata_text_counts,eligible,eligible,medium,54.440476
pop_crewAIInc_crewAI_2504,crewAIInc/crewAI,2504,https://github.com/crewAIInc/crewAI/pull/2504,aidev_curated_export,ai_authored,devin,Devin,unknown,Python,closed_unmerged,test,2025-03-31T20:01:39Z,2,2,3,0,metadata_text_counts,eligible,eligible,small,54.440476
pop_crewAIInc_crewAI_2824,crewAIInc/crewAI,2824,https://github.com/crewAIInc/crewAI/pull/2824,aidev_curated_export,ai_authored,devin,Devin,unknown,Python,closed_unmerged,test,2025-05-13T17:53:37Z,5,2,3,0,metadata_text_counts,eligible,eligible,medium,54.440476
pop_crewAIInc_crewAI_3018,crewAIInc/crewAI,3018,https://github.com/crewAIInc/crewAI/pull/3018,aidev_curated_export,ai_authored,devin,Devin,unknown,Python,closed_unmerged,test,2025-06-16T21:08:30Z,3,4,3,0,metadata_text_counts,eligible,eligible,medium,54.440476
pop_csvoss_onelinerizer_87,csvoss/onelinerizer,87,https://github.com/csvoss/onelinerizer/pull/87,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Python,open,test,2025-05-18T17:40:47Z,3,2,0,1,metadata_text_counts,eligible,eligible,medium,102.841860
pop_d-kuro_gwq_30,d-kuro/gwq,30,https://github.com/d-kuro/gwq/pull/30,aidev_curated_export,ai_authored,claude_code,Claude_Code,unknown,Go,merged,test,2025-07-03T01:30:01Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,9.537037
pop_davide97l_ai-video-generator_3,davide97l/ai-video-generator,3,https://github.com/davide97l/ai-video-generator/pull/3,aidev_curated_export,ai_authored,cursor,Cursor,unknown,Python,open,test,2025-07-05T12:23:58Z,17,3,1,0,metadata_text_counts,eligible,eligible,large,24.934426
pop_davidmigloz_langchain_dart_714,davidmigloz/langchain_dart,714,https://github.com/davidmigloz/langchain_dart/pull/714,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Dart,merged,test,2025-06-05T15:00:48Z,8,3,0,0,metadata_text_counts,eligible,eligible,large,102.841860
